id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,coef_ajustement
4440900040,2014-05-05,380410.8557951483,4,1.75,1970,9389,1.0,0,0,5,7,1140,830,1960,0,98133,47.7771,-122.339,1820,8135,1.001212938005391
1225069038,2014-05-05,2282765.4986522915,7,8.0,13540,307752,3.0,0,4,3,12,9410,4130,1999,0,98053,47.6675,-121.986,4850,217800,1.001212938005391
6450303950,2014-05-05,435527.62803234503,5,2.0,1840,9240,1.0,0,0,4,7,1540,300,1942,1958,98133,47.7308,-122.34,1200,5250,1.001212938005391
3329520410,2014-05-05,245297.16981132078,3,1.75,1920,9306,1.0,0,0,3,7,1000,920,1984,0,98001,47.3319,-122.26700000000001,1860,8458,1.001212938005391
6145600865,2014-05-05,449794.91239892185,4,2.0,1480,3844,1.5,0,0,5,7,1480,0,1928,0,98133,47.7042,-122.352,1480,3844,1.001212938005391
3629910240,2014-05-05,706235.5822102426,3,2.5,2490,4343,2.0,0,0,3,9,2490,0,2003,0,98029,47.5493,-121.993,2130,4106,1.001212938005391
4083300510,2014-05-05,657897.0215633423,4,1.0,1390,4240,1.0,0,0,3,7,1050,340,1924,0,98103,47.6596,-122.338,1810,4240,1.001212938005391
6143600580,2014-05-05,184223.18059299194,3,1.75,1490,10125,1.0,0,0,4,7,1490,0,1962,0,98001,47.3075,-122.28399999999999,2488,4981,1.001212938005391
4305600040,2014-05-05,549665.9029649596,4,2.5,2910,6338,2.0,0,0,3,8,2910,0,2008,0,98059,47.4804,-122.126,2500,5877,1.001212938005391
325059171,2014-05-05,901091.6442048518,3,1.0,1330,77972,1.0,0,0,3,7,1330,0,1928,1954,98033,47.6891,-122.15899999999999,1340,17689,1.001212938005391
1823069155,2014-05-05,526525.869541779,5,1.75,2550,71874,1.0,0,0,5,7,1810,740,1960,0,98027,47.4845,-122.08,2170,51400,1.001212938005391
3619600143,2014-05-05,650788.4097035041,3,1.5,2160,9000,1.0,0,2,4,8,1400,760,1949,0,98177,47.7241,-122.369,3010,9000,1.001212938005391
8653900150,2014-05-05,800970.3504043127,3,2.5,3240,7857,2.0,0,0,3,10,3240,0,1994,0,98075,47.5857,-122.038,2970,7857,1.001212938005391
5561301280,2014-05-05,410497.30458221026,3,2.25,1800,36704,1.0,0,0,4,8,1360,440,1978,0,98027,47.4688,-122.01299999999999,2730,36404,1.001212938005391
1898700310,2014-05-05,220266.846361186,4,1.5,1240,9600,1.0,0,0,3,7,1240,0,1971,0,98023,47.3206,-122.397,1240,9592,1.001212938005391
6666830250,2014-05-05,713061.8520215634,4,2.5,2450,4247,2.0,0,0,3,8,2450,0,2013,0,98052,47.7048,-122.113,2970,4685,1.001212938005391
1823069213,2014-05-05,250253.17385444746,3,2.0,1550,15040,1.0,0,0,4,6,1550,0,1958,0,98059,47.4873,-122.09899999999999,1510,41416,1.001212938005391
1402810140,2014-05-05,300363.88140161725,3,2.0,1050,10072,1.0,0,0,3,7,1050,0,1986,0,98019,47.7341,-121.976,1130,10087,1.001212938005391
2946001645,2014-05-05,232281.4016172507,2,1.0,1200,8063,1.0,0,0,4,6,1200,0,1958,0,98198,47.4204,-122.324,1200,7500,1.001212938005391
207500012,2014-05-05,856037.0619946092,4,2.75,2600,5390,1.0,0,0,4,8,1300,1300,1960,0,98199,47.6382,-122.397,2550,5600,1.001212938005391
8562710520,2014-05-05,891079.5148247979,5,3.5,4490,6000,2.0,0,0,3,10,3200,1290,2006,0,98027,47.5396,-122.073,4530,6000,1.001212938005391
2780400035,2014-05-05,665806.6037735849,4,2.5,2800,5900,1.0,0,0,3,8,1660,1140,1963,0,98115,47.6809,-122.286,2580,5900,1.001212938005391
9828700200,2014-05-05,832007.9514824798,4,3.0,2170,4000,2.0,0,0,4,9,1610,560,1982,2011,98112,47.6196,-122.292,1670,4000,1.001212938005391
6821101870,2014-05-05,524635.5795148248,3,1.75,1560,5520,1.0,0,0,4,6,780,780,1944,0,98199,47.6515,-122.399,1470,6000,1.001212938005391
8691330310,2014-05-05,866049.1913746631,4,3.0,3690,9892,2.0,0,0,3,10,3690,0,1998,0,98075,47.5937,-121.98200000000001,3430,11294,1.001212938005391
8648900060,2014-05-05,510518.4770889488,3,2.5,1790,2700,2.0,0,0,3,8,1790,0,2010,0,98027,47.56399999999999,-122.09299999999999,1890,3078,1.001212938005391
2215500205,2014-05-05,600727.7628032345,3,1.75,1880,6360,1.0,0,0,4,7,1040,840,1945,0,98115,47.6878,-122.286,1770,6175,1.001212938005391
7856410030,2014-05-05,1031249.3261455527,5,2.75,3190,16920,1.0,0,3,3,9,1690,1500,1976,0,98006,47.5641,-122.16,3100,13100,1.001212938005391
5589900590,2014-05-05,400485.17520215636,2,1.75,2110,9519,1.0,0,0,2,7,2110,0,1948,0,98155,47.7504,-122.306,1480,9519,1.001212938005391
3644100086,2014-05-05,340412.3989218329,2,1.5,1160,1438,2.0,0,0,3,7,1160,0,2001,0,98144,47.5917,-122.295,1220,1740,1.001212938005391
8651402920,2014-05-05,220166.72506738547,4,1.5,1120,5427,1.0,0,0,3,6,1120,0,1969,2014,98042,47.3628,-122.087,1150,5304,1.001212938005391
259600530,2014-05-05,501607.68194070086,4,1.0,2070,7519,1.0,0,0,3,7,1160,910,1963,0,98008,47.632,-122.119,1730,7519,1.001212938005391
1891100090,2014-05-05,620752.0215633423,3,1.75,1480,2185,2.5,0,0,3,9,1480,0,2005,0,98034,47.6945,-122.17,1480,2441,1.001212938005391
8648900110,2014-05-05,555673.180592992,3,2.5,1940,3211,2.0,0,0,3,8,1940,0,2009,0,98027,47.5644,-122.09299999999999,1880,3078,1.001212938005391
6071200545,2014-05-05,541781.3510781672,5,2.75,2740,8426,1.0,0,0,4,8,1370,1370,1960,0,98006,47.5563,-122.184,2020,8783,1.001212938005391
2790410250,2014-05-05,615745.9568733154,4,1.75,2300,11700,1.0,0,0,4,9,1960,340,1977,0,98052,47.6331,-122.094,2840,12000,1.001212938005391
7853302370,2014-05-05,499605.25606469007,4,2.5,2910,6479,2.0,0,0,3,7,2910,0,2006,0,98065,47.5402,-121.887,2320,5178,1.001212938005391
1862400176,2014-05-05,632391.121967655,4,2.5,2440,6651,2.0,0,0,3,9,2440,0,2014,0,98117,47.6971,-122.37100000000001,1350,7653,1.001212938005391
124069032,2014-05-05,600727.7628032345,3,1.75,1670,39639,1.0,0,0,4,8,1670,0,1976,1992,98075,47.5929,-121.98899999999999,2330,30492,1.001212938005391
319500570,2014-05-05,780946.0916442049,4,2.5,2730,10281,2.0,0,2,3,9,2730,0,1996,0,98074,47.6227,-122.029,2750,7220,1.001212938005391
9578090050,2014-05-05,831006.7385444745,4,2.5,3400,9692,2.0,0,0,3,9,3400,0,2007,0,98052,47.708,-122.109,3070,7375,1.001212938005391
4123400320,2014-05-05,627760.5121293801,4,2.25,1990,7712,1.0,0,0,3,8,1210,780,1973,0,98027,47.5688,-122.087,1720,7393,1.001212938005391
425069020,2014-05-05,1091322.102425876,4,2.5,4340,141570,2.5,0,0,3,11,4340,0,1992,0,98053,47.6805,-122.04799999999999,2720,97138,1.001212938005391
259500270,2014-05-05,478579.7843665769,3,2.5,3040,4535,2.0,0,0,3,9,3040,0,2007,0,98056,47.51,-122.185,2670,4666,1.001212938005391
3580900260,2014-05-05,340412.3989218329,5,1.0,1120,9022,1.5,0,0,4,7,1120,0,1962,0,98034,47.7296,-122.24,1310,7500,1.001212938005391
9512000140,2014-05-05,755915.7681940701,4,2.5,2120,10202,1.0,0,0,4,7,1620,500,1960,0,98005,47.5858,-122.17,1570,10762,1.001212938005391
993001330,2014-05-05,406592.57412398927,3,2.25,1410,1332,3.0,0,0,3,8,1410,0,2005,0,98103,47.6916,-122.34,1430,1448,1.001212938005391
9822700255,2014-05-05,670812.6684636119,3,2.5,1680,2000,3.0,0,0,3,9,1680,0,1909,1998,98105,47.6604,-122.29,1950,5000,1.001212938005391
6402710120,2014-05-05,310325.9501347709,3,2.5,1880,7838,2.0,0,0,3,7,1880,0,1994,0,98055,47.4439,-122.19,1810,7915,1.001212938005391
7300400580,2014-05-05,328397.8436657682,4,2.5,2370,6500,2.0,0,0,3,9,2370,0,1998,0,98092,47.3328,-122.17299999999999,2590,6137,1.001212938005391
2487700065,2014-05-05,400485.17520215636,2,1.0,840,5510,1.0,0,0,3,7,840,0,1955,0,98136,47.5247,-122.391,1630,5510,1.001212938005391
9828700900,2014-05-05,549665.9029649596,2,1.0,1140,5400,1.0,0,0,5,7,1140,0,1908,0,98112,47.6205,-122.294,1520,4800,1.001212938005391
1196000007,2014-05-05,385366.85983827495,5,2.5,3090,12750,1.0,0,0,3,8,1750,1340,1968,0,98023,47.3408,-122.335,1760,25919,1.001212938005391
2979800409,2014-05-05,416790.92911051214,3,2.5,1408,989,3.0,0,0,3,8,1408,0,2005,0,98115,47.6856,-122.315,1408,1342,1.001212938005391
3080000030,2014-05-05,399233.6590296496,3,2.5,2230,4000,2.0,0,0,3,7,2230,0,1954,0,98144,47.5801,-122.306,1310,4000,1.001212938005391
1549500370,2014-05-05,210254.71698113208,3,1.0,1340,306848,1.0,0,0,3,5,1340,0,1953,0,98019,47.7534,-121.912,1800,128066,1.001212938005391
7501000130,2014-05-05,801837.4008086254,5,2.5,3180,13806,2.0,0,0,4,10,3180,0,1990,0,98033,47.652,-122.182,3180,13798,1.001212938005391
9268851800,2014-05-05,415503.36927223724,3,2.25,1620,998,2.5,0,0,3,8,1540,80,2010,0,98027,47.5401,-122.027,1620,1299,1.001212938005391
23500180,2014-05-05,570691.3746630729,3,2.25,2010,6000,1.0,0,0,3,8,1330,680,1975,0,98052,47.6912,-122.115,2080,8260,1.001212938005391
6632300212,2014-05-05,367194.84501347714,3,3.0,1571,2017,3.0,0,0,3,8,1571,0,2008,0,98125,47.7338,-122.309,1520,1497,1.001212938005391
3501600235,2014-05-05,585709.5687331536,2,1.0,1770,8640,1.5,0,0,3,6,1520,250,1949,0,98117,47.6926,-122.363,1060,4804,1.001212938005391
8562710250,2014-05-05,891079.5148247979,4,4.25,4420,5750,2.0,0,0,3,10,3410,1010,2006,0,98027,47.5404,-122.073,4420,5750,1.001212938005391
2488200459,2014-05-05,405491.23989218334,2,3.0,1410,1240,2.0,0,0,3,8,1140,270,2006,0,98136,47.5221,-122.39,1410,1273,1.001212938005391
1446403305,2014-05-05,206249.86522911052,2,1.0,810,7158,1.0,0,0,5,6,810,0,1944,0,98168,47.4882,-122.325,1090,7158,1.001212938005391
3241600150,2014-05-05,287348.11320754717,3,1.0,1450,6000,1.0,0,0,4,7,1450,0,1953,0,98118,47.5238,-122.287,1170,6464,1.001212938005391
5416510710,2014-05-05,310325.9501347709,4,2.75,2310,5000,2.0,0,0,3,7,2310,0,2006,0,98038,47.3614,-122.035,1980,5000,1.001212938005391
3574801780,2014-05-05,485588.2749326146,4,3.0,2340,7048,1.0,0,0,4,8,1340,1000,1979,0,98034,47.7306,-122.227,1440,8088,1.001212938005391
6450304130,2014-05-05,330350.20889487874,2,1.0,1140,5250,1.5,0,0,4,6,1140,0,1949,0,98133,47.731,-122.34100000000001,1450,5250,1.001212938005391
4385700425,2014-05-05,1426728.436657682,2,2.5,2220,4000,2.0,0,0,3,9,2220,0,2000,0,98112,47.6364,-122.28,1870,4000,1.001212938005391
9187200285,2014-05-05,823998.2479784368,6,1.75,2920,5000,2.5,0,0,4,9,2780,140,1908,0,98122,47.6024,-122.295,2020,5000,1.001212938005391
7784400130,2014-05-05,497903.1940700809,6,2.75,3200,9200,1.0,0,2,4,8,1600,1600,1953,0,98146,47.492,-122.36399999999999,2220,9500,1.001212938005391
114100745,2014-05-06,475768.19407008094,6,3.0,3470,117612,1.5,0,0,3,7,3470,0,1924,0,98028,47.7663,-122.234,2120,17100,1.0016172506738545
109200730,2014-05-06,218352.5606469003,3,1.75,1850,7684,1.0,0,0,3,8,1320,530,1979,0,98023,47.2975,-122.37,1940,7630,1.0016172506738545
1624049293,2014-05-06,390630.72776280326,5,3.75,2890,5000,1.0,0,0,3,7,1310,1580,2006,0,98108,47.5701,-122.296,1930,5117,1.0016172506738545
2436200715,2014-05-06,484782.7493261456,2,1.75,1660,6000,1.0,0,0,3,7,1160,500,1942,0,98105,47.6624,-122.291,1660,4000,1.0016172506738545
1954400060,2014-05-06,515832.8840970351,3,2.5,1790,7167,2.0,0,0,3,8,1790,0,1989,0,98074,47.6176,-122.045,1680,7418,1.0016172506738545
8643200020,2014-05-06,407658.2210242588,4,2.25,2810,23400,1.0,0,1,3,7,1710,1100,1958,0,98198,47.395,-122.311,1860,14900,1.0016172506738545
579002870,2014-05-06,613490.5660377359,4,2.0,2060,5000,1.0,0,0,3,7,1030,1030,1949,2013,98117,47.6992,-122.37899999999999,1280,5000,1.0016172506738545
1068000520,2014-05-06,1226981.1320754718,4,2.25,3490,6906,2.0,0,0,4,10,2280,1210,1928,0,98199,47.6424,-122.40700000000001,2540,6223,1.0016172506738545
6070500055,2014-05-06,599968.7331536389,4,2.25,2260,29930,2.0,0,0,4,8,1400,860,1977,0,98006,47.5689,-122.126,2770,29930,1.0016172506738545
6430000275,2014-05-06,485784.36657681945,3,2.0,1420,4080,1.5,0,0,3,7,1420,0,1905,2013,98103,47.6872,-122.34899999999999,1420,4590,1.0016172506738545
1788700230,2014-05-06,191308.89487870623,3,1.5,800,8850,1.0,0,0,4,6,800,0,1959,0,98023,47.3266,-122.348,820,8775,1.0016172506738545
2025049161,2014-05-06,1051698.1132075472,3,2.5,2200,1970,2.0,0,0,3,9,1610,590,2008,0,98102,47.6426,-122.32700000000001,1890,3505,1.0016172506738545
7300200290,2014-05-06,651051.2129380055,5,3.5,3480,36615,2.0,0,0,4,8,2490,990,1983,0,98075,47.5741,-122.05,2540,35910,1.0016172506738545
